Samp_ID ,Samp_Loc,Latitude,Longitude,UID,Depth,Unit,Area,Elev,Soil_Type,SandPD,ClayPD,SiltPD,pH_soil,SMC,LOI,WEP_2024,WEP_2025,WEP100,MM3P,M3P,TP,Ag_tot,Al_tot,As_tot,Ba_tot,Ca_tot,Cd_tot,Co_tot,Cr_tot,Cu_tot,Fe_tot,K_tot,Li_tot,Mg_tot,Mn_tot,Na_tot,Ni_tot,Pb_tot,S_tot,Se_tot,Si_tot,Zn_tot,P_sorb,PSI
LF 21 20-30,LF 21,36.112017,-94.558167,21c,30,cm,4,281.18,,27.5,17.5,55.0,6.11,17.9,1.83,4.35,2.55,,9.18,12.7,209,0.21,11478,3.92,122,2673,2.39,9.57,20.8,10.4,14887,1235,17.2,760,889,35.8,17.4,17.7,178,<PQL,43.5,59.6,289,162
LF 22 20-30,LF 22,36.10825,-94.560183,22c,30,cm,1,280.10,,28.6,17.7,53.7,,24.6,1.16,3.13,3.16,,10.89,10.7,195,0.14,5768,3.50,76,1915,1.64,6.72,13.8,6.51,10284,595,7.77,396,468,22.2,11.8,12.2,83,<PQL,47.7,35.9,39,21
LF 23 20-30,LF 23,36.1097,-94.560283,23c,30,cm,2,279.61,,11.1,17.7,71.2,,28.7,2.24,2.34,2.16,,7.74,8.90,172,0.20,9495,4.74,105,3969,2.14,8.51,17.9,9.32,14174,963,14.2,636,816,36.6,16.6,13.5,197,<PQL,73.1,48.9,288,162
LF 24 20-30,LF 24 ,36.110633,-94.5608,24c,30,cm,2,279.37,,11.1,17.7,71.2,,27.4,2.35,2.17,1.64,,,9.64,175,,4002,,90,3312,,6.94,11.4,7.64,11587,621,5.73,384,769,21.7,10.3,27.2,211,<PQL,27.1,41.4,163,89
LF 25 20-30,LF 25,36.111583,-94.56155,25c,30,cm,2,279.49,,8.59,17.7,73.7,,26.4,1.90,2.98,2.14,,6.25,12.5,227,0.20,7603,4.78,119,3281,2.36,8.86,15.4,9.93,14681,689,9.65,510,799,27.8,16.3,16.2,141,<PQL,35.1,47.9,255,142
LF 26 20-30,LF 26,36.111533,-94.5622,26c,30,cm,2,279.88,,32.3,13.9,53.7,,26.0,2.44,1.69,1.35,,,8.73,162,0.00,4206,0.00,94,3552,1.01,6.63,12.4,8.47,11125,677,6.19,421,680,19.0,10.9,27.2,674,<PQL,31.1,40.1,249,139
LF 27 20-30,LF 27,36.1106,-94.561383,27c,30,cm,2,279.76,,7.33,20.2,72.5,,26.5,1.52,2.36,2.26,,,9.69,205,,5309,4.89,103,2729,1.18,7.82,13.9,8.69,13949,712,7.80,479,770,25.8,12.3,32.3,153,<PQL,28.9,46.2,227,126
LF 28 20-30,LF 28,36.109744,-94.5611724,28c,30,cm,2,279.92,,15.0,15.0,70.0,,26.5,1.82,2.08,1.89,,,12.2,205,,5350,4.86,112,3163,1.30,8.63,14.2,9.46,15443,739,7.49,503,857,28.7,12.8,35.6,177,<PQL,23.6,48.1,233,129
LF 29 20-30,LF 29,36.108533,-94.5609,29c,30,cm,1,280.42,,12.3,22.7,65.0,,25.6,1.81,2.94,2.04,,12.34,12.7,225,0.16,9323,4.76,114,2983,2.34,9.01,18.4,10.3,14486,949,14.3,640,724,31.4,17.1,15.8,159,<PQL,63.0,53.1,282,158
LF 30 20-30,LF 30,36.116367,-94.556019,30c,30,cm,4,279.25,,9.94,18.9,71.1,,32.2,2.47,3.06,3.31,,9.81,13.4,1233,0.21,10268,5.73,130,3562,2.69,10.6,18.5,11.2,17464,1036,14.6,708,1012,32.1,18.7,17.0,210,<PQL,42.0,61.5,242,135
LF 31 20-30,LF 31,36.115859,-94.554721,31c,30,cm,4,279.62,,7.37,18.9,73.7,,29.8,1.84,4.43,2.98,,10.80,14.5,425,0.19,10439,4.70,118,3109,2.40,9.65,19.8,10.5,15595,1135,15.7,694,872,31.6,18.1,15.3,168,<PQL,46.5,55.5,178,98
LF 32 20-30,LF 32,36.114996,-94.554446,32c,30,cm,4,279.72,,6.16,18.9,74.9,,32.0,1.78,2.70,2.03,,5.58,10.8,196,0.22,6648,5.34,105,3390,2.25,8.83,16.3,10.3,11904,816,13.2,622,950,59.6,12.9,36.0,206,<PQL,56.7,54.3,225,125
LF 33 20-30,LF 33,36.114927,-94.556083,33c,30,cm,4,278.68,,0.00,22.7,77.3,,29.3,1.86,2.35,1.55,,2.50,9.48,179,0.17,6288,4.24,106,4476,2.23,8.63,15.4,10.6,12429,834,12.2,635,942,60.6,12.6,36.0,254,<PQL,51.9,51.8,240,133
LF 34 20-30,LF 34,36.11557,-94.557289,34c,30,cm,4,278.64,,16.2,13.6,70.2,,35.4,2.71,2.93,2.50,,6.90,17.1,285,0.20,5862,4.49,103,3470,2.24,8.75,15.0,10.6,12667,864,10.7,591,922,57.1,12.7,35.7,225,<PQL,62.3,56.1,171,94
LF 35 20-30,LF 35,36.114922,-94.558491,35c,30,cm,4,279.27,,0.00,21.1,78.9,,31.8,1.25,2.83,2.60,,18.03,26.3,334,0.18,5453,5.00,107,3553,2.13,8.74,14.4,10.4,12491,790,9.52,559,929,55.4,12.4,36.1,221,<PQL,61.9,48.1,203,112
LF 36 20-30,LF 36,36.113821,-94.556968,36c,30,cm,4,279.82,,4.91,16.1,79.0,,28.3,1.36,2.87,1.61,,8.15,3.28,164,0.17,6659,4.13,98,3180,2.09,8.05,17.0,9.12,11445,849,12.8,632,858,62.5,12.2,34.1,221,<PQL,62.4,51.3,228,126
LF 37 20-30,LF 37,36.112538,-94.557922,37c,30,cm,4,280.68,,3.57,22.3,74.1,,29.1,1.44,1.81,1.55,,6.19,0.96,234,0.16,4280,4.45,90,3285,1.86,7.40,12.1,9.25,10088,690,6.93,485,770,,10.5,30.1,221,<PQL,64.3,42.4,235,131
LF 38 20-30,LF 38,36.112956,-94.559435,38c,30,cm,4,280.63,,30.0,11.2,58.7,,22.5,1.02,1.60,0.85,32.09,6.47,1.84,100,0.17,5392,4.35,90,2438,2.06,7.75,15.5,8.76,11298,681,10.0,505,758,57.1,13.4,33.3,112,<PQL,44.7,47.6,159,87
LF 39 20-30,LF 39,36.11042,-94.5565,39c,30,cm,4,279.12,,27.3,13.6,59.1,,27.2,2.06,1.92,1.87,,,4.10,144,,3369,,75,2785,,6.41,10.6,6.51,9821,539,4.55,327,653,17.4,8.86,23.2,180,<PQL,27.0,33.3,108,58
LF 40 20-30,LF 40,36.113048,-94.554764,40c,30,cm,4,279.13,,9.82,13.6,76.6,,,,2.26,2.42,,,7.28,228,,4399,,107,3709,,8.20,12.4,9.16,13548,671,5.98,448,933,22.0,11.6,32.2,297,<PQL,21.5,47.9,262,146
LF 41 20-30,LF 41,36.111913,-94.555339,41c,30,cm,4,279.39,,14.9,14.8,70.3,,,,2.37,1.64,,,9.90,193,,4112,,106,3475,1.14,8.08,12.0,8.95,13011,640,5.59,418,936,23.1,11.6,30.4,283,<PQL,34.1,46.8,223,123
LF 42 20-30,LF 42,36.11077,-94.556261,42c,30,cm,4,279.56,,12.4,12.3,75.3,,,,2.42,3.07,,,8.21,238,,3876,,97,3189,1.23,7.68,11.8,8.64,12278,704,5.09,409,902,16.1,11.2,28.4,273,<PQL,23.6,49.3,118,64
LF 43 20-30,LF 43,36.115517,-94.559602,43d,30,cm,4,279.57,,23.6,11.1,65.3,,25.9,1.15,,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,102,55
LF 44 20-30,LF 44,36.11463,-94.560477,44d,30,cm,4,279.49,,14.8,11.1,74.1,,28.5,1.68,,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,212,117
LF 45 20-30,LF 45,36.114159,-94.561656,45d,30,cm,3,279.50,,6.14,18.6,75.3,,29.0,1.78,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,255,142
LF 46 20-30,LF 46,36.112329,-94.562195,46d,30,cm,2,279.69,,24.9,16.1,59.1,,28.5,1.58,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,155,85
